,files,keys,en,hi,id,ko,th,zh-Hant,Base,ja,vi,zh-Hans
1,Flabuless/Layouts/Common UI/Rewards.strings,"""3Pk-WW-PkT.normalTitle""","""Show more"";",,,,,,,"""もっと見せる"";",,
2,Flabuless/Layouts/Common UI/Rewards.strings,"""3ux-gG-PKN.text""","""REWARDS"";",,,,,,,"""ポイント交換"";",,
3,Flabuless/Layouts/Common UI/Rewards.strings,"""Das-CF-HbH.text""","""101 Upper Cross Street, #02-18, Singapore 058357"";","""101 अपर क्रॉस स्ट्रीट, #02-18, सिंगापुर 058357"";","""101 Upper Cross Street, #02-18, Singapore 058357"";","""101 Upper Cross Street, #02-18, Singapore 058357"";","""101 Upper Cross Street, #02-18, Singapore 058357"";","""101 Upper Cross Street, #02-18, Singapore 058357"";",,"""101 Upper Cross Street, #02-18, Singapore 058357"";","""Số 101 đường Upper Cross, Tầng 02 Phòng 18, Singapore 058357"";","""新加坡#02-18克罗士街上段 101 号,058357"";"
4,Flabuless/Layouts/Common UI/Rewards.strings,"""u4C-1A-MHg.normalTitle""","""DELETE"";",,,,,,,"""削除"";",,
5,Flabuless/Layouts/Common UI/Rewards.strings,"""hGE-Zd-am1.text""","""REWARDS"";","""पुरस्कार"";","""HADIAH"";","""보상"";","""รางวัล"";","""獎勵"";",,"""ポイント交換"";","""PHẦN THƯỞNG"";","""奖励"";"
6,Flabuless/Layouts/Common UI/Rewards.strings,"""BaF-w2-l9L.placeholder""","""Search"";","""सर्च"";","""Cari"";","""검색"";","""ค้นหา"";","""搜尋"";",,"""検索"";","""Tìm kiếm"";","""搜索"";"
7,Flabuless/Layouts/Common UI/Rewards.strings,"""hKC-AV-zQP.text""","""reward name"";",,,,,,,"""報酬名"";",,
8,Flabuless/Layouts/Common UI/Rewards.strings,"""qSJ-GF-Nfg.text""","""9987654345"";","""9987654345"";","""9987654345"";","""9987654345"";","""9987654345"";","""9987654345"";",,"""9987654345"";","""9987654345"";","""9987654345"";"
9,Flabuless/Layouts/Common UI/Rewards.strings,"""nRN-PC-M5i.text""","""Title"";",,,,,,,"""Title"";",,
10,Flabuless/Layouts/Common UI/Rewards.strings,"""0rt-UV-8Za.text""","""UPCOMING REWARDS"";",,,,,,,"""今後の報奨"";",,
11,Flabuless/Layouts/Common UI/Rewards.strings,"""MR8-Am-gmI.text""","""description"";",,,,,,,"""特典内容"";",,
12,Flabuless/Layouts/Common UI/Rewards.strings,"""eNt-Il-ANl.text""","""Label"";","""लेबल"";","""Label"";","""라벨"";","""ป้ายกำกับ"";","""標籤"";",,"""ラベル"";","""Nhãn"";","""标签"";"
13,Flabuless/Layouts/Common UI/Rewards.strings,"""KWv-Ja-TnR.text""","""Redeeming this reward will deduct 5000 from your account."";",,,,,,,"""Redeeming this reward will deduct 5000 from your account."";",,
14,Flabuless/Layouts/Common UI/Rewards.strings,"""SsL-Sk-LdS.text""","""Pts"";","""अंक"";","""Poin"";","""점"";","""คะแนน"";","""分"";",,"""ポイント"";","""Điểm"";","""积分"";"
15,Flabuless/Layouts/Common UI/Rewards.strings,"""SDx-E5-7Lw.text""","""Address"";","""पता"";","""Alamat"";","""위치"";","""ที่อยู่"";","""地址"";",,"""住所"";","""Địa chỉ"";","""地址"";"
16,Flabuless/Layouts/Common UI/Rewards.strings,"""CaT-13-BsL.normalTitle""","""REDEEMED REWARDS"";",,,,,,,"""交換履歴"";",,
17,Flabuless/Layouts/Common UI/Rewards.strings,"""9ty-eO-wuk.normalTitle""","""CANCEL"";",,,,,,,"""キャンセル"";",,
18,Flabuless/Layouts/Common UI/Rewards.strings,"""27u-qc-i6Q.normalTitle""","""No"";","""नहीं"";","""Tidak"";","""아니요"";","""ไม่ใช่"";","""否"";",,"""いいえ"";","""Không"";","""不"";"
19,Flabuless/Layouts/Common UI/Rewards.strings,"""gmV-Hi-UZp.text""","""150"";",,,,,,,"""150"";",,
20,Flabuless/Layouts/Common UI/Rewards.strings,"""ilr-5O-yXF.normalTitle""","""DELIVER TO THIS ADDRESS"";",,,,,,,"""この住所へ配送する"";",,
21,Flabuless/Layouts/Common UI/Rewards.strings,"""x2V-xG-yRh.text""","""reward name"";",,,,,,,"""reward name"";",,
22,Flabuless/Layouts/Common UI/Rewards.strings,"""HsF-eh-Czs.text""","""Required"";",,,,,,,"""必須項目"";",,
23,Flabuless/Layouts/Common UI/Rewards.strings,"""MZv-iD-44y.text""","""Jl. Hang Lekir, Nongsa, BatamIndonesia 29465"";",,,,,,,"""Jl. Hang Lekir, Nongsa, BatamIndonesia 29465"";",,
24,Flabuless/Layouts/Common UI/Rewards.strings,"""hTe-48-bPA.text""","""0"";",,,,,,,"""0"";",,
25,Flabuless/Layouts/Common UI/Rewards.strings,"""tkM-w8-oup.text""","""Pts"";",,,,,,,"""ポイント"";",,
26,Flabuless/Layouts/Common UI/Rewards.strings,"""Lz6-BA-MYv.text""","""REDEEMED"";",,,,,,,"""償還報酬"";",,
27,Flabuless/Layouts/Common UI/Rewards.strings,"""dRB-XX-GWa.text""","""You have earned 50 Rewards to redeem"";",,,,,,,"""You have earned 50 Rewards to redeem"";",,
28,Flabuless/Layouts/Common UI/Rewards.strings,"""JYG-sQ-sag.text""","""www.zalora.com"";","""www.zalora.com"";","""www.zalora.com"";","""www.zalora.com"";","""www.zalora.com"";","""www.zalora.com"";",,"""www.zalora.com"";","""www.zalora.com"";","""www.zalora.com"";"
29,Flabuless/Layouts/Common UI/Rewards.strings,"""r0g-rs-tLr.text""","""Redeeming Instructions"";","""रिडीम करने के निर्देश"";","""Instruksi Penebusan"";","""교환 지시 사항"";","""คำแนะนำในการแลกรับ"";","""兌換說明"";",,"""利用方法"";","""Hướng dẫn Đổi thưởng"";","""兑换说明"";"
30,Flabuless/Layouts/Common UI/Rewards.strings,"""KG2-mb-GI5.text""","""Locations"";","""लोकेशन्स"";","""Lokasi"";","""위치"";","""ตำแหน่งที่ตั้ง"";","""位置"";",,"""場所"";","""Địa điểm"";","""位置"";"
31,Flabuless/Layouts/Common UI/Rewards.strings,"""k8h-T3-IfB.text""","""Contact"";","""संपर्क"";","""Kontak"";","""문의하기"";","""ติดต่อ"";","""聯絡人"";",,"""サービス提供企業問い合わせ先"";","""Liên hệ"";","""联系"";"
32,Flabuless/Layouts/Common UI/Rewards.strings,"""ehl-ce-d90.text""","""reward description"";",,,,,,,"""報酬の説明"";",,
33,Flabuless/Layouts/Common UI/Rewards.strings,"""rLo-og-0K8.text""","""Confirmation"";",,,,,,,"""ご確認"";",,
34,Flabuless/Layouts/Common UI/Rewards.strings,"""zfF-ig-NOZ.normalTitle""","""Cancel"";",,,,,,,"""キャンセル"";",,
35,Flabuless/Layouts/Common UI/Rewards.strings,"""yfg-3c-zBJ.normalTitle""","""VIEW THIS REWARD"";",,,,,,,"""商品詳細を見る"";",,
36,Flabuless/Layouts/Common UI/Rewards.strings,"""HeV-P9-LF9.normalTitle""","""Show  more"";","""और दिखाओ"";","""Tampilkan lebih banyak"";","""더 보기"";","""แสดงเพิ่มเติม"";","""顯示更多"";",,"""もっと見せる"";","""Hiển thị thêm"";","""显示更多"";"
37,Flabuless/Layouts/Common UI/Rewards.strings,"""Fcw-YW-rp8.text""","""description"";",,,,,,,"""特典内容"";",,
38,Flabuless/Layouts/Common UI/Rewards.strings,"""nvF-qG-gSv.normalTitle""","""Click here for more details"";","""अधिक जानकारी के लिए यहां क्लिक करें"";","""Klik di sini untuk selengkapnya"";","""더 자세히 보려면 여기를 클릭"";","""คลิกที่นี่เพื่อดูรายละเอียดเพิ่มเติม"";","""按一下這裡瞭解更多細節"";",,"""詳細はこちら"";","""Nhấn vào đây để biết thêm chi tiết"";","""点击这里了解更多详细信息"";"
39,Flabuless/Layouts/Common UI/Rewards.strings,"""PuA-EE-WAi.normalTitle""","""Redeem this Reward"";","""यह रिवॉर्ड रिडीम करें"";","""Tebus Hadiah ini"";","""이 보상 교환"";","""แลกรับรางวัลนี้"";","""兌換此獎勵"";",,"""ポイントと交換する"";","""Đổi lấy Phần thưởng này"";","""兑换这个奖励"";"
40,Flabuless/Layouts/Common UI/Rewards.strings,"""0OP-94-DId.normalTitle""","""CheckIn"";","""चेक इन"";","""Daftar masuk"";","""체크인"";","""เช็กอิน"";","""簽到"";",,"""チェックイン"";","""Tham gia sự kiện"";","""签到"";"
41,Flabuless/Layouts/Common UI/Rewards.strings,"""udN-rZ-JYH.text""","""Coupon Code: SGROKTQ21550"";","""कूपन कोड: SGROKTQ21550 "";","""Kode Kupon: SGROKTQ21550"";","""쿠폰 코드: SGROKTQ21550"";","""รหัสคูปอง: SGROKTQ21550"";","""優惠券代碼:SGROKTQ21550"";",,"""クーポンコード：SGROKTQ21550"";","""Mã Giảm giá: SGROKTQ21550"";","""优惠券代码:SGROKTQ21550"";"
42,Flabuless/Layouts/Common UI/Rewards.strings,"""0aa-ik-qSX.normalTitle""","""REDEEM"";","""रिडीम"";","""TEBUS"";","""교환"";","""แลกรับ"";","""兌換"";",,"""交換"";","""ĐỔI"";","""兑换"";"
43,Flabuless/Layouts/Common UI/Rewards.strings,"""R40-fD-InK.text""","""dd mmm, yyyy"";",,,,,,,"""dd mmm, yyyy"";",,
44,Flabuless/Layouts/Common UI/Rewards.strings,"""jTb-Me-JSa.text""","""Terms & Conditions"";","""नियम एवं शर्तें "";","""Syarat & Ketentuan"";","""이용 약관"";","""ข้อกำหนดและเงื่อนไข"";","""條款和條件"";",,"""利用方法・注意事項"";","""Các Điều khoản "";","""条款与条件"";"
45,Flabuless/Layouts/Common UI/Rewards.strings,"""sAg-ut-Bjy.text""","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";",,"""Lorem ipsum dolor sit elle lamet、conectetaur cillium adipisicing pecu、耳鼻咽喉科、耳鼻咽喉科、耳鼻咽喉、最小限に抑えて、練習や練習をすることができます。大気中に放出された栄養素は、栄養補助食品中に存在する。例外的な女性の事件では、非公式の人権侵害の女性がいない。ナンバーリバーテューポンレグムオディオックシビウダを因数分解する。"";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Nam liber te conscient to factor tum poen legum odioque civiuda."";"
46,Flabuless/Layouts/Common UI/Rewards.strings,"""7PZ-eE-pv3.text""","""REWARDS"";","""पुरस्कार"";","""HADIAH"";","""보상"";","""รางวัล"";","""獎勵"";",,"""ポイント交換"";","""PHẦN THƯỞNG"";","""奖励"";"
47,Flabuless/Layouts/Common UI/Rewards.strings,"""t79-RD-FZf.text""","""0"";",,,,,,,"""0"";",,
48,Flabuless/Layouts/Common UI/Rewards.strings,"""Smk-Rj-kyg.normalTitle""","""Receiver info"";",,,,,,,"""お届け先情報"";",,
49,Flabuless/Layouts/Common UI/Rewards.strings,"""D3M-ny-sRq.text""","""Please follow the payment instructions sent via email to buy this reward."";","""इस रिवॉर्ड को खरीदने के लिए ईमेल के माध्यम से भेजे गए भुगतान निर्देशों का पालन करें."";","""Silakan ikuti instruksi pembayaran yang terkirim lewat email untuk membeli hadiah ini."";","""이 보상을 구매하려면 이메일로 보내드린 결제 지시 사항을 따라 주세요."";","""โปรดทำตามคำแนะนำในการชำระเงินที่ส่งให้ทางอีเมลเพื่อซื้อรางวัลนี้"";","""請依照經由電子郵件發送的付款說明購買此獎勵。"";",,"""この報酬を購入するには、電子メールで送信された支払い指示に従ってください。"";","""Để mua phần thưởng này, vui lòng làm theo hướng dẫn thanh toán đã được gửi qua email."";","""请按照电子邮件中的付款说明来购买此奖励。"";"
50,Flabuless/Layouts/Common UI/Rewards.strings,"""TbD-Y5-Qhc.text""","""Pts"";",,,,,,,"""ポイント"";",,
51,Flabuless/Layouts/Common UI/Rewards.strings,"""JiO-ab-6PY.text""","""Address"";","""पता"";","""Alamat"";","""주소"";","""ที่อยู่"";","""地址"";",,"""住所"";","""Địa chỉ"";","""地址"";"
52,Flabuless/Layouts/Common UI/Rewards.strings,"""tqQ-yW-8It.normalTitle""","""Show  more"";","""और दिखाएं"";","""Tampilkan lebih banyak"";","""더 보기"";","""แสดงเพิ่มเติม"";","""顯示更多"";",,"""もっと見せる"";","""Hiển thị thêm"";","""显示更多"";"
