,files,keys,en,vi,ms,th,ru,zh-Hans,ar,id
6,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""B8y-TP-huc.placeholder""","""SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings"";","""Email Address"";","""Email Address"";","""SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings"";","""Адрес электронной почты"";","""SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings"";","""Email Address"";","""Email Address"";"
7,SKOR/Forget Password/ForgotPasswordViewControllerThuraya.strings,"""mfI-8M-hdb.text""","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Введите свой адрес электронной почты ниже, и мы отправим вам инструкции по изменению пароля."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";"
0,SKOR/AppreciateMultipleFilter/AppreciateMultipleFilterViewController.strings,"""Gmu-Md-u4f.text""","""FILTER"";","""FILTER"";","""FILTER"";","""FILTER"";","""ФИЛЬТРОВАТЬ"";","""FILTER"";","""FILTER"";","""TAPIS"";"
1,SKOR/AppreciateMultipleFilter/AppreciateMultipleFilterViewController.strings,"""XQe-8U-c0w.normalTitle""","""RESET ALL"";","""RESET ALL"";","""RESET ALL"";","""RESET ALL"";","""СБРОСИТЬ ВСЕ"";","""RESET ALL"";","""RESET ALL"";","""RESET ALL"";"
2,SKOR/AppreciateMultipleFilter/AppreciateMultipleFilterViewController.strings,"""jzI-tw-6mL.normalTitle""","""APPLY"";","""APPLY"";","""APPLY"";","""APPLY"";","""ПОДАТЬ ЗАЯВЛЕНИЕ"";","""APPLY"";","""APPLY"";","""APPLY"";"
0,SKOR/Login/Murata/LogInViewControllerMurata.strings,"""HEc-v3-aMb.placeholder""","""Password"";","""Mật khẩu"";","""Password"";","""Password"";","""Password"";","""密码"";",,"""Password"";"
1,SKOR/Login/Murata/LogInViewControllerMurata.strings,"""Zrr-ot-gaa.text""","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";","""Версия: 1.0"";","""Version:1.0"";",,"""Version:1.0"";"
2,SKOR/Login/Murata/LogInViewControllerMurata.strings,"""1SV-BZ-sQx.normalTitle""","""Forgot Password"";","""Forgot Password"";","""Forgot Password"";","""Forgot Password"";","""Забыли пароль?"";","""忘记密码？"";",,"""Forgot Password"";"
3,SKOR/Login/Murata/LogInViewControllerMurata.strings,"""BtW-RI-F0j.normalTitle""","""Location >"";","""Vị trí >"";","""Location >"";","""Location >"";","""Местоположение >"";","""位置 >"";",,"""Location >"";"
4,SKOR/Login/Murata/LogInViewControllerMurata.strings,"""KfV-me-zMJ.normalTitle""","""Login"";","""Đăng nhập"";","""Login"";","""Login"";","""Логин"";","""登录"";",,"""Login"";"
5,SKOR/Login/Murata/LogInViewControllerMurata.strings,"""RsR-wR-d4i.text""","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""Я принимаю условия обслуживания и Политику конфиденциальности"";","""服务条款和隐私政策"";",,"""I accept the Terms of service and Privacy Policy"";"
6,SKOR/Login/Murata/LogInViewControllerMurata.strings,"""wDU-RD-DoY.placeholder""","""Email or Username"";","""Email hoặc tên người dùng"";","""Email or Username"";","""Email or Username"";","""Эл. почта или имя пользователя"";","""用户名或电子邮件地址"";",,"""Email or Username"";"
0,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventContactCell/EventContactCell.strings,"""wJJ-ss-K8W.text""","""Website"";","""Website"";","""Website"";","""เว็บไซต์"";","""Веб-сайт"";","""网站"";",,"""Laman Web"";"
1,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventContactCell/EventContactCell.strings,"""QzD-Fm-sHg.text""","""Email"";","""E-mail"";","""Email"";","""อีเมล์"";","""Эл. адрес"";","""电子邮件"";",,"""E-mel"";"
2,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventContactCell/EventContactCell.strings,"""pbf-Uc-sUj.text""","""Location"";","""Location"";","""Location"";","""ตำแหน่ง"";","""Местоположение"";","""位置"";",,"""Lokasi"";"
3,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventContactCell/EventContactCell.strings,"""elO-Vi-YUj.text""","""Phone"";","""ĐIỆN THOẠI"";","""Phone"";","""โทรศัพท์"";","""ТЕЛЕФОН"";","""电话"";",,"""TELEFON"";"
0,SKOR/Forget Password/ForgotPasswordViewControllerCerraSG.strings,"""VfU-T3-piQ.text""","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";","""Инструкции по сбросу были отправлены на ваш адрес электронной почты"";","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";","""Reset instructions have been sent to your email address"";"
1,SKOR/Forget Password/ForgotPasswordViewControllerCerraSG.strings,"""tMY-VW-H1F.placeholder""","""Enter email address"";","""Email Address"";","""Enter email address"";","""Enter email address"";","""Введите адрес эл. почты"";","""Enter email address"";","""Enter email address"";","""Masukkan Alamat Emel"";"
2,SKOR/Forget Password/ForgotPasswordViewControllerCerraSG.strings,"""EpR-rz-7Qg.text""","""Forgot your password?"";","""Forgot your password?"";","""Forgot your password?"";","""Forgot your password?"";","""Забыли свой пароль?"";","""Forgot your password?"";","""Forgot your password?"";","""Terlupa Kata Laluan?"";"
3,SKOR/Forget Password/ForgotPasswordViewControllerCerraSG.strings,"""mfI-8M-hdb.text""","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Введите свой адрес электронной почты ниже, и мы отправим вам инструкции по изменению пароля."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";","""Enter your email below and we'll send you instructions on how to change your password."";"
0,SKOR/Presentation Layer/Rewards/RewardRedeemCell/RewardContactInformationTableViewCell.strings,"""Vy4-Y3-TiP.text""","""CONTACT"";","""CONTACT"";","""CONTACT"";","""ติดต่อ"";","""КОНТАКТ"""";","""CONTACT"";",,"""CONTACT"";"
1,SKOR/Presentation Layer/Rewards/RewardRedeemCell/RewardContactInformationTableViewCell.strings,"""igI-az-HAL.text""","""EMAIL"";","""EMAIL"";","""EMAIL"";","""อีเมล์"";","""ЭЛ. ПОЧТА"""";","""EMAIL"";",,"""EMAIL"";"
0,SKOR/Receipt/TrendSetter Receipt/TrendReceiptsDetail/TrendReceiptDetailViewController.strings,"""8sh-Bm-Axr.normalTitle""","""Upload"";",,,,"""Загрузить"";",,,
1,SKOR/Receipt/TrendSetter Receipt/TrendReceiptsDetail/TrendReceiptDetailViewController.strings,"""LWc-jK-VB9.text""","""UPLOAD CLAIM"";",,,,"""ЗАГРУЗИТЬ ЗАЯВКУ"";",,,
2,SKOR/Receipt/TrendSetter Receipt/TrendReceiptsDetail/TrendReceiptDetailViewController.strings,"""Y5o-MG-Iwi.normalTitle""","""Cancel"";",,,,"""Отмена"";",,,
0,SKOR/Generic Filter View/GenericFilterViewController.strings,"""btC-M6-PGa.text""","""Filter by"";","""Lọc theo"";","""Filter by"";","""กรองตาม"";","""Фильтровать по"";","""筛选"";",,"""Tapis mengikut"";"
1,SKOR/Generic Filter View/GenericFilterViewController.strings,"""HFE-Go-MqL.normalTitle""","""Clear"";","""Xóa"";","""Clear"";","""ล้าง"";","""Прозрачный"";","""清除"";",,"""Jelas"";"
2,SKOR/Generic Filter View/GenericFilterViewController.strings,"""Hjy-BU-lUl.normalTitle""","""Apply"";","""Áp dụng"";","""Apply"";","""นำไปใช้"";","""Применить"";","""应用"";",,"""Tetapan"";"
0,SKOR/ImageDetailView/ImageDetailViewControllerCerraSG.strings,"""t7Z-lG-0VA.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Метка"";","""Label"";",,"""Label"";"
1,SKOR/ImageDetailView/ImageDetailViewControllerCerraSG.strings,"""D25-o2-fwE.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Метка"";","""Label"";",,"""Label"";"
0,SKOR/Presentation Layer/Settings/NewSetting/NewSettingViewController.strings,"""XrD-GC-R8d.text""","""SETTINGS"";","""Cài đặt"";","""SETTINGS"";","""การตั้งค่า"";","""КАЛЕНДАРЬ"";","""设置"";",,"""Tetapan"";"
1,SKOR/Presentation Layer/Settings/NewSetting/NewSettingViewController.strings,"""yAh-y4-Kvi.normalTitle""","""LOGOUT"";","""ĐĂNG XUẤT"";","""LOGOUT"";","""ออกจากระบบ"";","""ВЫХОД"";","""登出"";",,"""LOG KELUAR"";"
0,SKOR/Presentation Layer/Rewards/CashTypeViewController.strings,"""jwx-OF-Mni.text""","""Redeem e-Cash"";","""Đổi tiền điện tử"";","""Redeem e-Cash"";","""แลก e-Cash"";","""Обменять на эл. наличные"";","""兑换电子现金"";","""Redeem e-Cash"";","""Redeem e-Cash"";"
1,SKOR/Presentation Layer/Rewards/CashTypeViewController.strings,"""EMY-6L-S7c.text""","""Minimum redemption of $10 is required, subsequent \nincrease in multiples of $1."";","""Yêu cầu đổi tối thiểu $1, tăng bội số tiếp theo là $1."";","""Minimum redemption of $1 is required, subsequent \nincrease in multiples of $1."";","""กรุณาระบุยอดการแลกขั้นต่ำของ $10 เพิ่มขึ้นได้จาก $1"";","""Минимальная сумма погашения составляет $10. К ней можно \nдобавлять сумму, кратную $1."";","""最低兑换 10 美元，随后增加 10 美元倍数"";","""Minimum redemption of $1 is required, subsequent \nincrease in multiples of $1."";","""Penebusan minimum $ 1 diperlukan, seterusnya \ kenaikan dalam gandaan $ 1."";"
2,SKOR/Presentation Layer/Rewards/CashTypeViewController.strings,"""hsP-Bg-nOO.normalTitle""","""Proceed"";","""Thực hiện"";","""Proceed"";","""ดำเนินดำเนินการต่อ"";","""Продолжить"";","""进行"";","""Proceed"";","""Teruskan"";"
3,SKOR/Presentation Layer/Rewards/CashTypeViewController.strings,"""tho-4p-xd9.normalTitle""","""Register Now"";","""Đăng ký ngay"";","""Register Now"";","""ลงทะเบียน"";","""Зарегистрироваться"";","""立即注册"";","""Register Now"";","""Daftar Sekarang"";"
4,SKOR/Presentation Layer/Rewards/CashTypeViewController.strings,"""5rD-yu-DU6.text""","""Not registered with PayNow?"";","""Không đăng ký với PayNow?"";","""Not registered with PayNow?"";","""ยังไม่ได้ทำการสมัคร PayNow"";","""Не зарегистрированы в PayNow?"";","""未在 PayNow 注册？"";","""Not registered with PayNow?"";","""Tidak berdaftar dengan PayNow?"";"
5,SKOR/Presentation Layer/Rewards/CashTypeViewController.strings,"""GrT-aQ-vvP.text""","""100 Points Required"";","""Yêu cầu 100 điểm"";","""100 Points Required"";","""ต้องการคะแนน 100 คะแนน"";","""Требуется 100 баллов"";","""100 Points Required"";","""100 Points Required"";","""100 Points Required"";"
0,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemTopTableViewCell/BulkRedeemTopTableViewCell/BulkRedeemTopTableViewCell.strings,"""7xM-UN-yHk.text""","""SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemTopTableViewCell/BulkRedeemTopTableViewCell/BulkRedeemTopTableViewCell.strings"";","""N/A"";","""N/A"";","""SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemTopTableViewCell/BulkRedeemTopTableViewCell/BulkRedeemTopTableViewCell.strings"";","""SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemTopTableViewCell/BulkRedeemTopTableViewCell/BulkRedeemTopTableViewCell.strings"";","""SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemTopTableViewCell/BulkRedeemTopTableViewCell/BulkRedeemTopTableViewCell.strings"";",,"""N/A"";"
1,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemTopTableViewCell/BulkRedeemTopTableViewCell/BulkRedeemTopTableViewCell.strings,"""a7j-zW-rIl.text""","""Hello"";","""Hello"";","""Hello"";","""Hello"";","""Приветствую"""";","""Hello"";",,"""Helo"";"
0,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""hyD-zn-9lf.normalTitle""",,"""Mới"";","""New"";",,"""Новый"";",,,"""New"";"
1,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""gt4-0o-w53.normalTitle""","""Button"";","""Button"";","""Button"";","""ปุ่ม"";","""Кнопка"";",,,"""Button"";"
2,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""QEj-Rc-IZf.text""","""REWARDS"";","""ĐỔI ĐIỂM THƯỞNG"";","""REWARDS"";","""ของรางวัล"";","""НАГРАДЫ"";","""奖励"";",,"""GANJARAN"";"
3,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""Ggi-aM-LPt.normalTitle""","""Points"";","""Điểm"";","""Points"";","""คะแนน"";","""Точки"";",,,"""Point"";"
4,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""rRo-zz-UiY.text""","""Label"";",,,,"""Метка"";",,,
5,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""qbt-6K-c9k.normalTitle""","""Discounts"";","""Giảm giá"";","""Discounts"";","""ส่วนลด"";","""Скидки"";",,,"""DISKAUN"";"
6,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""WLc-Ht-CsQ.text""","""Label"";",,,,"""Метка"";",,,
7,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""RV0-CJ-qYe.placeholder""","""   Search"";","""    Tìm kiếm"";","""   Search"";","""   ค้นหา"";","""   Поиск"";","""   搜索"";",,"""   Cari"";"
0,SKOR/New Dashboard/Dasboard Table Custom Cells/Refercollectionviewwithtableview.strings,"""F8C-BI-Ybd.text""","""6 Referrals"";","""6 Referrals"";","""6 Referrals"";","""6 Referrals"";","""6 рефералов"";","""6 名推荐"";",,"""6 Referrals"";"
1,SKOR/New Dashboard/Dasboard Table Custom Cells/Refercollectionviewwithtableview.strings,"""tae-2G-NKh.text""","""Successful Placement:"";","""Vị trí thành công:"";","""Successful Placement:"";","""ตำแหน่งที่ประสบความสำเร็จ:"";","""Успешное размещение:"";","""成功推荐人数："";",,"""Penempatan yang Berjaya:"";"
0,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemAddressTableViewCell/RedeemAddressTableViewCell.strings,"""0Gh-ck-CyA.text""","""Outlet"";","""Ổ cắm"";","""Outlet"";","""Outlet"";","""Пункт выдачи"""";","""Outlet"";",,"""Tempat"";"
1,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemAddressTableViewCell/RedeemAddressTableViewCell.strings,"""O3e-LC-bAP.normalTitle""","""Change Outlet"";","""Thay đổi ổ cắm"";","""Change Outlet"";","""Change Outlet"";","""Сменить пункт выдачи"""";","""Change Outlet"";",,"""Tukar Outlet"";"
